"id","tag_id","tag_name","tag_description","value_representation"
3454,"(300A,0043)","ToleranceTableLabel","Tolerance Table Label","SH"
3455,"(300A,0042)","ToleranceTableNumber","Tolerance Table Number","IS"
3456,"(300A,0040)","ToleranceTableSequence","Tolerance Table Sequence","SQ"
3457,"(0018,1470)","TomoAngle","Tomo Angle","DS"
3458,"(0018,1491)","TomoClass","Tomo Class","CS"
3459,"(0018,1460)","TomoLayerHeight","Tomo Layer Height","DS"
3460,"(0018,1480)","TomoTime","Tomo Time","DS"
3461,"(0018,1490)","TomoType","Tomo Type","CS"
3462,"(0048,0201)","TopLeftHandCornerOfLocalizerArea","Top Left Hand Corner of Localizer Area","US"
3463,"(0088,0910)","TopicAuthor","Topic Author","LO"
3464,"(0088,0912)","TopicKeywords","Topic Keywords","LO"
3465,"(0088,0906)","TopicSubject","Topic Subject","ST"
3466,"(0088,0904)","TopicTitle","Topic Title","LO"
3467,"(300A,00F2)","TotalBlockTrayFactor","Total Block Tray Factor","DS"
3468,"(300A,00F3)","TotalBlockTrayWaterEquivalentThickness","Total Block Tray Water-Equivalent Thickness","FL"
3469,"(0018,9307)","TotalCollimationWidth","Total Collimation Width","FD"
3470,"(300A,00E2)","TotalCompensatorTrayFactor","Total Compensator Tray Factor","DS"
3471,"(300A,02E3)","TotalCompensatorTrayWaterEquivalentThickness","Total Compensator Tray Water-Equivalent Thickness","FL"
3472,"(0018,5040)","TotalGain","Total Gain","DS"
3473,"(0040,0301)","TotalNumberOfExposures","Total Number of Exposures","US"
3474,"(2200,000B)","TotalNumberOfPiecesOfMediaCreated","Total Number of Pieces of Media Created","US"
3475,"(0048,0006)","TotalPixelMatrixColumns","Total Pixel Matrix Columns","UL"
3476,"(0048,0008)","TotalPixelMatrixOriginSequence","Total Pixel Matrix Origin Sequence","SQ"
3477,"(0048,0007)","TotalPixelMatrixRows","Total Pixel Matrix Rows","UL"
3478,"(4010,1069)","TotalProcessingTime","Total Processing Time","FL"
3479,"(300A,0250)","TotalReferenceAirKerma","Total Reference Air Kerma","DS"
3480,"(50xx,200A)","TotalTime","Total Time","UL"
3481,"(0040,0300)","TotalTimeOfFluoroscopy","Total Time of Fluoroscopy","US"
3482,"(300A,00D7)","TotalWedgeTrayWaterEquivalentThickness","Total Wedge Tray Water-Equivalent Thickness","FL"
3483,"(0008,1195)","TransactionUID","Transaction UID","UI"
3484,"(0018,980F)","TransducerApplicationCodeSequence","Transducer Application Code Sequence","SQ"
3485,"(0018,980E)","TransducerBeamSteeringCodeSequence","Transducer Beam Steering Code Sequence","SQ"
3486,"(0018,5010)","TransducerData","Transducer Data","LO"
3487,"(0018,6030)","TransducerFrequency","Transducer Frequency","UL"
3488,"(0018,980D)","TransducerGeometryCodeSequence","Transducer Geometry Code Sequence","SQ"
3489,"(0008,2204)","TransducerOrientation","Transducer Orientation","CS"
3490,"(0008,2246)","TransducerOrientationModifierSequence","Transducer Orientation Modifier Sequence","SQ"
3491,"(0008,2244)","TransducerOrientationSequence","Transducer Orientation Sequence","SQ"
3492,"(0008,2200)","TransducerPosition","Transducer Position","CS"
3493,"(0008,2242)","TransducerPositionModifierSequence","Transducer Position Modifier Sequence","SQ"
3494,"(0008,2240)","TransducerPositionSequence","Transducer Position Sequence","SQ"
3495,"(0018,9809)","TransducerScanPatternCodeSequence","Transducer Scan Pattern Code Sequence","SQ"
3496,"(0018,6031)","TransducerType","Transducer Type","CS"
3497,"(0002,0010)","TransferSyntaxUID","Transfer Syntax UID","UI"
3498,"(300A,02A4)","TransferTubeLength","Transfer Tube Length","DS"
3499,"(300A,02A2)","TransferTubeNumber","Transfer Tube Number","IS"
3500,"(0014,2222)","TransformDescription","Transform Description","ST"
3501,"(0028,0400)","TransformLabel","Transform Label","LO"
3502,"(0014,2224)","TransformNumberOfAxes","Transform Number of Axes","IS"
3503,"(0014,2226)","TransformOrderOfAxes","Transform Order of Axes","IS"
3504,"(0028,0401)","TransformVersionNumber","Transform Version Number","LO"
3505,"(0014,2228)","TransformedAxisUnits","Transformed Axis Units","CS"
3506,"(0014,409C)","TranslationRateX","Translation Rate X","DS"
3507,"(0014,409D)","TranslationRateY","Translation Rate Y","DS"
3508,"(0018,9050)","TransmitCoilManufacturerName","Transmit Coil Manufacturer Name","LO"
3509,"(0018,1251)","TransmitCoilName","Transmit Coil Name","SH"
3510,"(0018,9051)","TransmitCoilType","Transmit Coil Type","CS"
3511,"(0014,4010)","TransmitTransducerSequence","Transmit Transducer Sequence","SQ"
3512,"(0014,4050)","TransmitTransducerSettingsSequence","Transmit Transducer Settings Sequence","SQ"
3513,"(0018,9098)","TransmitterFrequency","Transmitter Frequency","FD"
3514,"(4010,1067)","TransportClassification","Transport Classification","CS"
3515,"(0018,9726)","TransverseDetectorSeparation","Transverse Detector Separation","FD"
3516,"(0054,1202)","TransverseMash","Transverse Mash","IS"
3517,"(3008,0024)","TreatmentControlPointDate","Treatment Control Point Date","DA"
3518,"(3008,0025)","TreatmentControlPointTime","Treatment Control Point Time","TM"
3519,"(3008,0250)","TreatmentDate","Treatment Date","DA"
3520,"(300A,00CE)","TreatmentDeliveryType","Treatment Delivery Type","CS"
3521,"(300A,00B2)","TreatmentMachineName","Treatment Machine Name","SH"
3522,"(300A,0206)","TreatmentMachineSequence","Treatment Machine Sequence","SQ"
3523,"(300A,0009)","TreatmentProtocols","Treatment Protocols","LO"
3524,"(3008,0110)","TreatmentSessionApplicationSetupSequence","Treatment Session Application Setup Sequence","SQ"
3525,"(3008,0020)","TreatmentSessionBeamSequence","Treatment Session Beam Sequence","SQ"
3526,"(3008,0021)","TreatmentSessionIonBeamSequence","Treatment Session Ion Beam Sequence","SQ"
3527,"(300A,000B)","TreatmentSites","Treatment Sites","LO"
3528,"(3008,0202)","TreatmentStatusComment","Treatment Status Comment","ST"
3529,"(3008,0050)","TreatmentSummaryCalculatedDoseReferenceSequence","Treatment Summary Calculated Dose Reference Sequence","SQ"
3530,"(3008,00E0)","TreatmentSummaryMeasuredDoseReferenceSequence","Treatment Summary Measured Dose Reference Sequence","SQ"
3531,"(3008,002B)","TreatmentTerminationCode","Treatment Termination Code","SH"
3532,"(3008,002A)","TreatmentTerminationStatus","Treatment Termination Status","CS"
3533,"(3008,0251)","TreatmentTime","Treatment Time","TM"
3534,"(3008,002C)","TreatmentVerificationStatus","Treatment Verification Status","CS"
3535,"(0066,0027)","TriangleFanSequence","Triangle Fan Sequence","SQ"
3536,"(0066,0023)","TrianglePointIndexList","Triangle Point Index List","OW"
3537,"(0066,0026)","TriangleStripSequence","Triangle Strip Sequence","SQ"
3538,"(0018,106E)","TriggerSamplePosition","Trigger Sample Position","UL"
3539,"(0018,1061)","TriggerSourceOrType","Trigger Source or Type","LO"
3540,"(0018,1060)","TriggerTime","Trigger Time","DS"
3541,"(0018,1069)","TriggerTimeOffset","Trigger Time Offset","DS"
3542,"(0054,0210)","TriggerVector","Trigger Vector","IS"
3543,"(0018,1094)","TriggerWindow","Trigger Window","IS"
3544,"(2010,0140)","Trim","Trim","CS"
3545,"(0018,9303)","TubeAngle","Tube Angle","FD"
3546,"(0068,64F0)","TwoDDegreeOfFreedomAxis","2D Degree of Freedom Axis","FD"
3547,"(0068,6470)","TwoDDegreeOfFreedomSequence","2D Degree of Freedom Sequence","SQ"
3548,"(0078,00A0)","TwoDImplantTemplateGroupMemberMatchingAxes","2D Implant Template Group Member Matching Axes","FD"
3549,"(0078,0090)","TwoDImplantTemplateGroupMemberMatchingPoint","2D Implant Template Group Member Matching Point","FD"
3550,"(0068,65B0)","TwoDLineCoordinates","2D Line Coordinates","FD"
3551,"(0068,65A0)","TwoDLineCoordinatesSequence","2D Line Coordinates Sequence","SQ"
3552,"(0068,6460)","TwoDMatingAxes","2D Mating Axes","FD"
3553,"(0068,6430)","TwoDMatingFeatureCoordinatesSequence","2D Mating Feature Coordinates Sequence","SQ"
3554,"(0068,6450)","TwoDMatingPoint","2D Mating Point","FD"
3555,"(0068,65E0)","TwoDPlaneCoordinatesSequence","2D Plane Coordinates Sequence","SQ"
3556,"(0068,65F0)","TwoDPlaneIntersection","2D Plane Intersection","FD"
3557,"(0068,6560)","TwoDPointCoordinates","2D Point Coordinates","FD"
3558,"(0068,6550)","TwoDPointCoordinatesSequence","2D Point Coordinates Sequence","SQ"
3559,"(50xx,0020)","TypeOfData","Type of Data","CS"
3560,"(0054,0202)","TypeOfDetectorMotion","Type of Detector Motion","CS"
3561,"(0018,1161)","TypeOfFilters","Type of Filters","LO"
3562,"(0040,E020)","TypeOfInstances","Type of Instances","CS"
3563,"(0010,0022)","TypeOfPatientID","Type of Patient ID","CS"
3564,"(0072,0434)","TypeOfSynchronization","Type of Synchronization","CS"
3565,"(0040,A124)","UID","UID","UI"
3566,"(0018,9806)","USImageDescriptionSequence","US Image Description Sequence","SQ"
3567,"(0080,0008)","UVMappingSequence","UV Mapping Sequence","SQ"
3568,"(0080,0010)","UValueData","U Value Data","OF"
3569,"(0020,9307)","UltrasoundAcquisitionGeometry","Ultrasound Acquisition Geometry","CS"
3570,"(0028,0014)","UltrasoundColorDataPresent","Ultrasound Color Data Present","US"
3571,"(0022,1220)","UltrasoundOphthalmicAxialLengthMeasurementsSequence","Ultrasound Ophthalmic Axial Length Measurements Sequence","SQ"
3572,"(0022,1230)","UltrasoundSelectedOphthalmicAxialLengthSequence","Ultrasound Selected Ophthalmic Axial Length Sequence","SQ"
3573,"(0020,9171)","UnassignedPerFrameConvertedAttributesSequence","Unassigned Per-Frame Converted Attributes Sequence","SQ"
3574,"(0020,9170)","UnassignedSharedConvertedAttributesSequence","Unassigned Shared Converted Attributes Sequence","SQ"
3575,"(0070,0248)","Underlined","Underlined","CS"
3576,"(0070,0006)","UnformattedTextValue","Unformatted Text Value","ST"
3577,"(0074,1246)","UnifiedProcedureStepListStatus","Unified Procedure Step​List Status","CS"
3578,"(0074,1216)","UnifiedProcedureStepPerformedProcedureSequence","Unified Procedure Step Performed Procedure Sequence","SQ"
3579,"(0040,A992)","UniformResourceLocatorTrial","Uniform Resource Locator (Trial)","ST"
3580,"(0054,1001)","Units","Units","CS"
3581,"(0040,0032)","UniversalEntityID","Universal Entity ID","UT"
3582,"(0040,0033)","UniversalEntityIDType","Universal Entity ID Type","CS"
3583,"(0046,0016)","UnspecifiedLateralityLensSequence","Unspecified Laterality Lens Sequence","SQ"
3584,"(0018,1240)","UpperLowerPixelValues","Upper/Lower Pixel Values","IS"
3585,"(0040,A057)","UrgencyOrPriorityAlertsTrial","Urgency or Priority Alerts (Trial)","CS"
3586,"(0070,0314)","UsedFiducialsSequence","Used Fiducials Sequence","SQ"
3587,"(0062,0012)","UsedSegmentsSequence","Used Segments Sequence","SQ"
3588,"(0014,408B)","UserSelectedGainY","User Selected Gain Y","DS"
3589,"(0014,408D)","UserSelectedOffsetX","User Selected Offset X","DS"
3590,"(0014,408E)","UserSelectedOffsetY","User Selected Offset Y","DS"
3591,"(0014,408C)","UserSelectedPhase","User Selected Phase","DS"
3592,"(0028,1056)","VOILUTFunction","VOI LUT Function","CS"
3593,"(0028,3010)","VOILUTSequence","VOI LUT Sequence","SQ"
3594,"(0072,0702)","VOIType","VOI Type","CS"
3595,"(0080,0011)","VValueData","V Value Data","OF"
3596,"(0040,A040)","ValueType","Value Type","CS"
3597,"(7Fxx,0040)","VariableCoefficientsSDDN","Variable Coefficients SDDN","OW"
3598,"(7Fxx,0030)","VariableCoefficientsSDHN","Variable Coefficients SDHN","OW"
3599,"(7Fxx,0020)","VariableCoefficientsSDVN","Variable Coefficients SDVN","OW"
3600,"(0018,1315)","VariableFlipAngleFlag","Variable Flip Angle Flag","CS"
3601,"(7Fxx,0011)","VariableNextDataGroup","Variable Next Data Group","US"
3602,"(7Fxx,0010)","VariablePixelData","Variable Pixel Data","OB or OW"
3603,"(0066,0020)","VectorAccuracy","Vector Accuracy","FL"
3604,"(0066,0021)","VectorCoordinateData","Vector Coordinate Data","OF"
3605,"(0066,001F)","VectorDimensionality","Vector Dimensionality","US"
3606,"(0064,0009)","VectorGridData","Vector Grid Data","OF"
3607,"(0018,9092)","VelocityEncodingAcquisitionSequence","Velocity Encoding Acquisition Sequence","SQ"
3608,"(0018,9090)","VelocityEncodingDirection","Velocity Encoding Direction","FD"
3609,"(0018,9217)","VelocityEncodingMaximumValue","Velocity Encoding Maximum Value","FD"
3610,"(0018,9091)","VelocityEncodingMinimumValue","Velocity Encoding Minimum Value","FD"
3611,"(0014,4064)","VelocityOfSound","Velocity of Sound","DS"
3612,"(0040,A358)","VerbalSourceIdentifierCodeSequenceTrial","Verbal Source Identifier Code Sequence (Trial)","SQ"
3613,"(0040,A352)","VerbalSourceTrial","Verbal Source (Trial)","PN"
3614,"(0040,A030)","VerificationDateTime","Verification DateTime","DT"
3615,"(0040,A493)","VerificationFlag","Verification Flag","CS"
3616,"(0074,1032)","VerificationImageTiming","Verification Image Timing","CS"
3617,"(0040,A088)","VerifyingObserverIdentificationCodeSequence","Verifying Observer Identification Code Sequence","SQ"
3618,"(0040,A075)","VerifyingObserverName","Verifying Observer Name","PN"
3619,"(0040,A073)","VerifyingObserverSequence","Verifying Observer Sequence","SQ"
3620,"(0040,A027)","VerifyingOrganization","Verifying Organization","LO"
3621,"(0066,0025)","VertexPointIndexList","Vertex Point Index List","OW"
3622,"(0070,0243)","VerticalAlignment","Vertical Alignment","CS"
3623,"(0014,3026)","VerticalOffsetOfSensor","Vertical Offset of Sensor","DS"
3624,"(0046,0036)","VerticalPrismBase","Vertical Prism Base","CS"
3625,"(0046,0034)","VerticalPrismPower","Vertical Prism Power","FD"
3626,"(0046,0208)","VerticesOfTheOutlineOfPupil","Vertices of the Outline of Pupil","IS"
3627,"(0018,1720)","VerticesOfThePolygonalCollimator","Vertices of the Polygonal Collimator","IS"
3628,"(0018,9442)","VerticesOfThePolygonalExposureControlSensingRegion","Vertices of the Polygonal Exposure Control Sensing Region","SS"
3629,"(0018,1620)","VerticesOfThePolygonalShutter","Vertices of the Polygonal Shutter","IS"
3630,"(0028,9503)","VerticesOfTheRegion","Vertices of the Region","SS"
3631,"(0018,1022)","VideoImageFormatAcquired","Video Image Format Acquired","SH"
3632,"(0054,0220)","ViewCodeSequence","View Code Sequence","SQ"
3633,"(0054,0222)","ViewModifierCodeSequence","View Modifier Code Sequence","SQ"
3634,"(0008,2127)","ViewName","View Name","SH"
3635,"(0008,2128)","ViewNumber","View Number","IS"
3636,"(0068,62E0)","ViewOrientationCodeSequence","View Orientation Code Sequence","SQ"
3637,"(0068,62F0)","ViewOrientationModifier","View Orientation Modifier","FD"
3638,"(0018,5101)","ViewPosition","View Position","CS"
3639,"(0046,0106)","ViewingDistance","Viewing Distance","FD"
3640,"(0046,0125)","ViewingDistanceType","Viewing Distance Type","CS"
3641,"(300A,030A)","VirtualSourceAxisDistances","Virtual Source-Axis Distances","FL"
3642,"(0038,4000)","VisitComments","Visit Comments","LT"
3643,"(0038,0008)","VisitStatusID","Visit Status ID","CS"
3644,"(0046,0124)","VisualAcuityBothEyesOpenSequence","Visual Acuity Both Eyes Open Sequence","SQ"
3645,"(0046,0123)","VisualAcuityLeftEyeSequence","Visual Acuity Left Eye Sequence","SQ"
3646,"(0024,0110)","VisualAcuityMeasurementSequence","Visual Acuity Measurement Sequence","SQ"
3647,"(0046,0135)","VisualAcuityModifiers","Visual Acuity Modifiers","SS"
3648,"(0046,0122)","VisualAcuityRightEyeSequence","Visual Acuity Right Eye Sequence","SQ"
3649,"(0046,0121)","VisualAcuityTypeCodeSequence","Visual Acuity Type Code Sequence","SQ"
3650,"(0024,0034)","VisualFieldCatchTrialSequence","Visual Field Catch Trial Sequence","SQ"
3651,"(0024,0320)","VisualFieldGlobalResultsIndexSequence","Visual Field Global Results Index Sequence","SQ"
3652,"(0024,0010)","VisualFieldHorizontalExtent","Visual Field Horizontal Extent","FL"
3653,"(0024,0070)","VisualFieldMeanSensitivity","Visual Field Mean Sensitivity","FL"
3654,"(0024,0012)","VisualFieldShape","Visual Field Shape","CS"
3655,"(0024,0088)","VisualFieldTestDuration","Visual Field Test Duration","FL"
3656,"(0024,0063)","VisualFieldTestNormalsFlag","Visual Field Test Normals Flag","CS"
3657,"(0024,0097)","VisualFieldTestPointNormalsSequence","Visual Field Test Point Normals Sequence","SQ"
3658,"(0024,0089)","VisualFieldTestPointSequence","Visual Field Test Point Sequence","SQ"
3659,"(0024,0090)","VisualFieldTestPointXCoordinate","Visual Field Test Point X-Coordinate","FL"
3660,"(0024,0091)","VisualFieldTestPointYCoordinate","Visual Field Test Point Y-Coordinate","FL"
3661,"(0024,0317)","VisualFieldTestReliabilityGlobalIndexSequence","Visual Field Test Reliability Global Index Sequence","SQ"
3662,"(0024,0011)","VisualFieldVerticalExtent","Visual Field Vertical Extent","FL"
3663,"(0040,09F8)","VitalStainCodeSequenceTrial","Vital Stain Code Sequence (Trial)","SQ"
3664,"(0022,1025)","VitreousStatusCodeSequence","Vitreous Status Code Sequence","SQ"
3665,"(0022,1066)","VitreousStatusDescription","Vitreous Status Description","LO"
3666,"(0008,9207)","VolumeBasedCalculationTechnique","Volume Based Calculation Technique","CS"
3667,"(0020,9312)","VolumeFrameOfReferenceUID","Volume Frame of Reference UID","UI"
3668,"(0018,9126)","VolumeLocalizationSequence","Volume Localization Sequence","SQ"
3669,"(0018,9054)","VolumeLocalizationTechnique","Volume Localization Technique","CS"
3670,"(4010,1023)","VolumeOfPTO","Volume of PTO","FL"
3671,"(0020,930A)","VolumeToTableMappingMatrix","Volume to Table Mapping Matrix","FD"
3672,"(0020,9309)","VolumeToTransducerMappingMatrix","Volume to Transducer Mapping Matrix","FD"
3673,"(0008,9206)","VolumetricProperties","Volumetric Properties","CS"
3674,"(0040,E023)","WADORetrievalSequence","WADO Retrieval Sequence","SQ"
3675,"(0008,1196)","WarningReason","Warning Reason","US"
3676,"(0018,9199)","WaterReferencedPhaseCorrection","Water Referenced Phase Correction","CS"
3677,"(0040,B020)","WaveformAnnotationSequence","Waveform Annotation Sequence","SQ"
3678,"(5400,1004)","WaveformBitsAllocated","Waveform Bits Allocated","US"
3679,"(003A,021A)","WaveformBitsStored","Waveform Bits Stored","US"
3680,"(003A,0202)","WaveformChannelNumber","Waveform Channel Number","IS"
3681,"(5400,1010)","WaveformData","Waveform Data","OB or OW"
